Date  Open  High  Low  Close  Volume  Adj Close
2014-01-07  1125.0  1139.69  1121.16  1138.86  2552600  1138.86
2014-01-06  1113.01  1118.86  1106.44  1117.32  1769300  1117.32
2014-01-03  1115.0  1116.93  1104.93  1105.0  1666700  1105.0
2014-01-02  1115.46  1117.75  1108.26  1113.12  1821400  1113.12
2013-12-31  1112.24  1121.0  1106.26  1120.71  1357900  1120.71
2013-12-30  1120.34  1120.5  1109.02  1109.46  1236100  1109.46
2013-12-27  1120.0  1120.28  1112.94  1118.4  1569700  1118.4
2013-12-26  1114.01  1119.0  1108.69  1117.46  1337800  1117.46
2013-12-24  1114.97  1115.24  1108.1  1111.84  734200  1111.84
2013-12-23  1107.84  1115.8  1105.12  1115.1  1721600  1115.1
2013-12-20  1088.3  1101.17  1088.0  1100.62  3261600  1100.62
2013-12-19  1080.77  1091.99  1079.08  1086.22  1665700  1086.22
2013-12-18  1071.85  1084.95  1059.04  1084.75  2210300  1084.75
2013-12-17  1072.82  1080.76  1068.38  1069.86  1535700  1069.86
2013-12-16  1064.0  1074.69  1062.01  1072.98  1602000  1072.98
2013-12-13  1075.4  1076.29  1057.89  1060.79  2162400  1060.79
2013-12-12  1079.57  1082.94  1069.0  1069.96  1596500  1069.96
2013-12-11  1087.4  1091.32  1075.17  1077.29  1711800  1077.29
2013-12-10  1076.15  1092.31  1075.65  1084.66  1853900  1084.66
2013-12-09  1070.99  1082.31  1068.02  1078.14  1482600  1078.14
2013-12-06  1069.79  1070.0  1060.08  1069.87  1428800  1069.87
2013-12-05  1057.2  1059.66  1051.09  1057.34  1133700  1057.34
2013-12-04  1051.37  1063.98  1050.0  1058.18  1191600  1058.18
2013-12-03  1050.95  1063.44  1049.02  1053.26  1676100  1053.26
2013-12-02  1063.51  1066.35  1050.76  1054.48  1373200  1054.48
2013-11-29  1062.16  1066.62  1059.45  1059.59  1192800  1059.59
2013-11-27  1062.03  1068.0  1060.0  1063.11  1123600  1063.11
2013-11-26  1048.6  1061.5  1042.94  1058.41  2286300  1058.41
2013-11-25  1037.16  1053.19  1035.02  1045.93  1613000  1045.93
2013-11-22  1033.42  1036.17  1029.22  1031.89  1254200  1031.89
2013-11-21  1027.0  1038.31  1026.0  1034.07  1091800  1034.07
2013-11-20  1029.95  1033.36  1020.36  1022.31  963700  1022.31
2013-11-19  1031.72  1034.75  1023.05  1025.2  1131600  1025.2
2013-11-18  1035.75  1048.74  1029.24  1031.55  1759700  1031.55
2013-11-15  1034.87  1038.0  1030.31  1033.56  1276300  1033.56
2013-11-14  1033.92  1039.75  1030.35  1035.23  1166700  1035.23
2013-11-13  1006.75  1032.85  1006.5  1032.47  1579400  1032.47
2013-11-12  1007.7  1017.56  1005.0  1011.78  1218100  1011.78
2013-11-11  1009.51  1015.93  1008.0  1010.59  1112600  1010.59
2013-11-08  1008.75  1018.5  1008.5  1016.03  1290800  1016.03
2013-11-07  1022.61  1023.93  1007.64  1007.95  1679600  1007.95
2013-11-06  1025.6  1027.0  1015.37  1022.75  912900  1022.75
2013-11-05  1020.35  1031.65  1017.42  1021.52  1181400  1021.52
2013-11-04  1031.5  1032.37  1022.03  1026.11  1138800  1026.11
2013-11-01  1031.79  1036.0  1025.1  1027.04  1283300  1027.04
2013-10-31  1028.93  1041.52  1023.97  1030.58  1640000  1030.58
2013-10-30  1037.43  1037.51  1026.0  1030.42  1324100  1030.42
2013-10-29  1019.1  1036.94  1013.5  1036.24  1605000  1036.24
2013-10-28  1015.2  1023.43  1012.99  1015.0  1158700  1015.0
2013-10-25  1028.82  1028.82  1010.74  1015.2  2030500  1015.2
2013-10-24  1031.87  1040.57  1024.8  1025.55  2092100  1025.55
2013-10-23  1001.0  1034.75  1000.63  1031.41  2663200  1031.41
2013-10-22  1005.0  1013.0  995.79  1007.0  2208600  1007.0
2013-10-21  1011.46  1019.0  999.55  1003.3  3628300  1003.3
2013-10-18  976.58  1015.46  974.0  1011.41  11566400  1011.41
2013-10-17  892.99  896.9  885.73  888.79  4256600  888.79
2013-10-16  885.87  898.33  884.01  898.03  2007600  898.03
2013-10-15  875.76  885.63  874.0  882.01  1591900  882.01
2013-10-14  866.66  876.25  865.39  876.11  1243600  876.11
2013-10-11  866.03  873.48  865.3  871.99  1408900  871.99
2013-10-10  863.84  868.83  860.21  868.24  2255300  868.24
2013-10-09  856.28  862.65  842.98  855.86  2651300  855.86
2013-10-08  865.32  865.98  851.63  853.67  1943700  853.67
2013-10-07  867.45  873.99  864.11  865.74  1293600  865.74
2013-10-04  875.0  877.51  870.0  872.35  1358000  872.35
2013-10-03  888.0  894.1  872.1  876.09  2117000  876.09
2013-10-02  882.73  889.36  877.82  887.99  1495300  887.99
2013-10-01  880.25  887.67  880.05  887.0  1684800  887.0
2013-09-30  869.08  880.84  868.31  875.91  1722400  875.91
2013-09-27  874.82  877.52  871.31  876.39  1258800  876.39
2013-09-26  878.3  882.75  875.0  878.17  1259900  878.17
2013-09-25  886.55  886.55  875.6  877.23  1649000  877.23
2013-09-24  886.5  890.1  881.4  886.84  1486800  886.84
2013-09-23  896.15  901.59  885.2  886.5  1777400  886.5
2013-09-20  898.39  904.13  895.62  903.11  4345300  903.11
2013-09-19  905.99  905.99  895.4  898.39  1597900  898.39
2013-09-18  886.35  903.97  883.07  903.32  1934700  903.32
2013-09-17  887.41  888.39  881.0  886.11  1259400  886.11
2013-09-16  896.2  897.0  884.87  887.76  1336500  887.76
2013-09-13  894.5  895.68  884.84  889.07  1325400  889.07
2013-09-12  897.4  897.9  890.01  893.06  1095500  893.06
2013-09-11  888.54  896.97  886.08  896.19  1610600  896.19
2013-09-10  890.02  892.0  884.0  888.67  1287600  888.67
2013-09-09  883.73  889.75  882.42  888.05  1234600  888.05
2013-09-06  882.44  883.78  873.74  879.58  1561600  879.58
2013-09-05  873.5  879.88  871.61  879.56  1291300  879.56
2013-09-04  860.35  873.5  855.17  871.63  2041200  871.63
2013-09-03  854.36  866.19  853.95  860.38  2047600  860.38
2013-08-30  855.76  858.04  845.56  846.9  1861600  846.9
2013-08-29  849.07  860.38  848.59  855.43  1478500  855.43
2013-08-28  850.25  855.41  847.77  848.55  1329900  848.55
2013-08-27  859.62  863.73  847.9  850.15  1734100  850.15
2013-08-26  870.0  874.9  866.05  866.39  1052500  866.39
2013-08-23  877.83  878.0  869.75  870.21  1077100  870.21
2013-08-22  872.7  874.75  870.25  873.71  869900  873.71
2013-08-21  870.65  876.91  866.5  869.33  1757300  869.33
2013-08-20  868.35  872.11  863.54  865.42  1233000  865.42
2013-08-19  857.71  872.0  857.45  865.65  1810900  865.65
2013-08-16  861.28  862.44  856.54  856.91  1675100  856.91
2013-08-15  864.44  864.92  858.0  859.66  1869200  859.66
2013-08-14  878.37  880.23  867.16  869.81  2082200  869.81
2013-08-13  886.83  888.5  876.2  881.25  1419800  881.25
2013-08-12  886.9  887.0  881.65  885.51  1377000  885.51
2013-08-09  890.56  895.52  890.0  890.41  1323700  890.41
2013-08-08  895.49  895.84  885.29  892.66  1488000  892.66
2013-08-07  895.04  898.45  889.09  890.65  1379200  890.65
2013-08-06  904.69  909.71  895.73  896.57  1506100  896.57
2013-08-05  905.39  905.52  899.2  905.0  1309700  905.0
2013-08-02  903.44  907.0  900.82  906.57  1713900  906.57
2013-08-01  895.0  904.55  895.0  904.22  2138400  904.22
2013-07-31  892.99  896.51  886.18  887.75  2173500  887.75
2013-07-30  885.46  895.61  880.87  890.92  1755600  890.92
2013-07-29  884.9  894.82  880.89  882.27  1891900  882.27
2013-07-26  886.99  889.99  882.0  885.35  1777700  885.35
2013-07-25  893.87  896.85  886.08  887.7  3001100  887.7
2013-07-24  907.26  910.3  900.7  902.9  2078500  902.9
2013-07-23  910.7  913.0  899.57  903.8  2045700  903.8
2013-07-22  902.0  912.67  897.0  910.7  2903200  910.7
2013-07-19  886.61  902.95  875.61  896.6  7359300  896.6
2013-07-18  918.99  920.0  903.19  910.68  3634500  910.68
2013-07-17  921.0  926.86  916.3  918.55  1506100  918.55
2013-07-16  927.13  927.97  913.9  919.61  1983000  919.61
2013-07-15  924.3  928.0  916.36  924.69  1960500  924.69
2013-07-12  920.0  923.0  915.24  923.0  2568200  923.0
2013-07-11  913.0  920.81  908.52  920.24  2584200  920.24
2013-07-10  903.45  911.14  900.38  905.99  1708400  905.99
2013-07-09  911.0  912.95  897.98  905.24  1979400  905.24
2013-07-08  899.21  906.27  897.08  905.09  1969500  905.09
2013-07-05  890.01  895.41  887.34  893.49  1701900  893.49
2013-07-03  879.9  889.17  878.5  886.43  1047000  886.43
2013-07-02  890.2  891.0  877.27  882.31  1891500  882.31
2013-07-01  886.45  892.08  885.0  887.88  1724800  887.88
2013-06-28  874.9  881.84  874.19  880.37  2349300  880.37
2013-06-27  878.8  884.69  876.65  877.07  1926500  877.07
2013-06-26  873.75  878.0  870.57  873.65  1831400  873.65
2013-06-25  877.26  879.68  864.51  866.2  2553200  866.2
2013-06-24  871.88  876.32  863.25  869.79  3016900  869.79
2013-06-21  888.34  889.88  873.07  880.93  3982300  880.93
2013-06-20  893.99  901.0  883.31  884.74  3372000  884.74
2013-06-19  901.37  910.84  897.5  900.68  2915900  900.68
2013-06-18  888.65  901.0  888.35  900.62  2166900  900.62
2013-06-17  879.23  889.43  878.28  886.25  2146300  886.25
2013-06-14  880.1  884.7  874.13  875.04  2245000  875.04
2013-06-13  868.98  879.66  865.5  877.0  2069900  877.0
2013-06-12  885.46  886.0  869.65  871.98  2204800  871.98
2013-06-11  883.97  887.0  879.52  879.81  1757600  879.81
2013-06-10  882.1  891.0  880.09  890.22  2337800  890.22
2013-06-07  870.42  880.0  865.32  879.73  2674600  879.73
2013-06-06  864.3  866.33  847.22  864.64  2579100  864.64
2013-06-05  862.51  869.45  857.13  859.7  2106800  859.7
2013-06-04  867.85  870.59  854.07  859.1  1868600  859.1
2013-06-03  873.0  873.97  855.02  867.63  2475700  867.63
2013-05-31  868.12  877.0  867.52  871.22  1969400  871.22
2013-05-30  869.92  878.9  866.41  870.76  2120700  870.76
2013-05-29  875.71  877.99  864.29  868.31  2013400  868.31
2013-05-28  883.5  892.14  880.4  881.27  2257500  881.27
2013-05-24  875.26  878.82  871.01  873.32  2296800  873.32
2013-05-23  877.0  889.96  874.0  882.79  2275100  882.79
2013-05-22  902.56  909.31  886.88  889.42  2560600  889.42
2013-05-21  908.02  911.66  897.61  906.97  1983000  906.97
2013-05-20  905.0  920.6  905.0  908.53  2272700  908.53
2013-05-17  910.02  913.49  900.52  909.18  2792000  909.18
2013-05-16  919.0  919.98  902.01  903.87  3209600  903.87
2013-05-15  895.5  916.38  894.02  915.89  3985900  915.89
2013-05-14  877.5  888.69  877.14  887.1  1579300  887.1
2013-05-13  878.89  882.47  873.38  877.53  1448500  877.53
2013-05-10  875.31  880.54  872.16  880.23  1897700  880.23
2013-05-09  870.84  879.66  868.23  871.48  2200600  871.48
2013-05-08  857.0  873.88  852.91  873.63  2468300  873.63
2013-05-07  863.01  863.87  850.67  857.23  1959000  857.23
2013-05-06  848.26  861.85  848.26  861.55  2141300  861.55
2013-05-03  836.96  846.8  836.0  845.72  2512600  845.72
2013-05-02  820.1  834.55  819.05  829.61  2018300  829.61
2013-05-01  823.26  824.72  816.36  820.43  1455000  820.43
2013-04-30  819.0  827.64  817.68  824.57  2306700  824.57
2013-04-29  803.25  822.7  803.0  819.06  2300800  819.06
2013-04-26  807.6  807.74  796.58  801.42  2487700  801.42
2013-04-25  816.25  816.47  807.63  809.1  1992200  809.1
2013-04-24  808.11  818.0  808.0  813.45  1829100  813.45
2013-04-23  801.0  815.5  800.36  807.9  2292300  807.9
2013-04-22  800.6  803.96  775.0  800.11  2883400  800.11
2013-04-19  769.16  803.44  766.26  799.87  5803200  799.87
2013-04-18  785.35  785.8  761.26  765.91  3322500  765.91
2013-04-17  786.75  790.84  778.1  782.56  2037000  782.56
2013-04-16  786.59  796.0  783.92  793.37  1742000  793.37
2013-04-15  785.95  797.0  777.02  781.93  2453100  781.93
2013-04-12  791.99  792.1  782.93  790.05  1636700  790.05
2013-04-11  792.88  793.1  784.06  790.39  2028700  790.39
2013-04-10  782.92  792.35  776.0  790.18  1978600  790.18
2013-04-09  775.5  783.75  773.11  777.65  2157300  777.65
2013-04-08  778.75  779.55  768.4  774.85  2832100  774.85
2013-04-05  786.06  786.99  776.4  783.05  3433900  783.05
2013-04-04  804.25  805.75  791.3  795.07  2447600  795.07
2013-04-03  813.46  814.2  800.67  806.2  1738500  806.2
2013-04-02  804.54  814.83  804.0  813.04  2041500  813.04
2013-04-01  795.01  802.25  793.25  801.19  1807300  801.19
2013-03-28  803.99  805.37  793.3  794.19  2287800  794.19
2013-03-27  806.68  807.0  801.33  802.66  2163200  802.66
2013-03-26  813.5  814.0  807.79  812.42  1191900  812.42
2013-03-25  812.41  819.23  806.82  809.64  1712000  809.64
2013-03-22  814.74  815.24  809.64  810.31  1488200  810.31
2013-03-21  811.29  816.92  809.85  811.26  1477600  811.26
2013-03-20  816.83  817.51  811.44  814.71  1463800  814.71
2013-03-19  811.24  819.25  806.45  811.32  2098200  811.32
2013-03-18  805.0  812.76  801.47  807.79  1838300  807.79
2013-03-15  818.5  820.3  813.34  814.3  3099700  814.3
2013-03-14  826.99  826.99  817.39  821.54  1651200  821.54
2013-03-13  827.9  830.69  822.31  825.31  1641300  825.31
2013-03-12  830.71  831.89  823.67  827.61  2008300  827.61
2013-03-11  831.69  839.7  831.5  834.82  1594700  834.82
2013-03-08  834.5  834.92  825.05  831.52  2911900  831.52
2013-03-07  834.06  836.62  829.58  832.6  2052700  832.6
2013-03-06  841.03  844.0  828.81  831.38  2873000  831.38
2013-03-05  828.93  840.15  828.9  838.6  4044100  838.6
2013-03-04  805.3  822.84  805.0  821.5  2775600  821.5
2013-03-01  797.8  807.14  796.15  806.19  2175400  806.19
2013-02-28  801.1  806.99  801.03  801.2  2265800  801.2
2013-02-27  794.8  804.75  791.11  799.78  2026100  799.78
2013-02-26  795.0  795.95  784.4  790.13  2202500  790.13
2013-02-25  802.3  808.41  790.49  790.77  2303900  790.77
2013-02-22  799.26  801.25  793.8  799.71  2053900  799.71
2013-02-21  798.0  805.45  791.22  795.53  3506400  795.53
2013-02-20  805.3  808.97  791.79  792.46  2764200  792.46
2013-02-19  795.99  807.0  795.28  806.85  2931800  806.85
2013-02-15  787.4  793.26  787.07  792.89  2729800  792.89
2013-02-14  779.73  788.74  777.77  787.82  1735300  787.82
2013-02-13  780.13  785.35  779.97  782.86  1198200  782.86
2013-02-12  781.75  787.9  779.37  780.7  1859000  780.7
2013-02-11  778.4  783.0  773.75  782.42  2167700  782.42
2013-02-08  780.13  786.67  779.56  785.37  3020100  785.37
2013-02-07  769.7  778.81  765.5  773.95  2840200  773.95
2013-02-06  759.07  772.96  758.5  770.17  2078100  770.17
2013-02-05  761.13  771.11  759.47  765.74  1870700  765.74
2013-02-04  767.69  770.47  758.27  759.02  3040500  759.02
2013-02-01  758.2  776.6  758.1  775.6  3746100  775.6
2013-01-31  750.51  757.62  750.25  755.69  1634200  755.69
2013-01-30  753.74  760.95  752.91  753.83  1733000  753.83
2013-01-29  746.75  756.95  746.54  753.68  1747100  753.68
2013-01-28  751.76  755.6  747.89  750.73  1627100  750.73
2013-01-25  750.77  758.48  750.25  753.67  2225900  753.67
2013-01-24  741.24  756.83  740.51  754.21  3382700  754.21
2013-01-23  735.99  749.0  735.79  741.5  5909100  741.5
2013-01-22  704.66  705.34  695.52  702.87  3792400  702.87
2013-01-18  710.36  712.77  701.33  704.51  3226800  704.51
2013-01-17  717.71  719.64  711.02  711.32  2211500  711.32
2013-01-16  722.4  724.34  713.67  715.19  2023400  715.19
2013-01-15  719.33  735.0  712.1  724.93  3927700  724.93
2013-01-14  737.0  742.2  722.35  723.25  2863900  723.25
2013-01-11  742.0  742.43  736.3  739.99  1285200  739.99
2013-01-10  742.83  745.0  733.5  741.48  1835700  741.48
2013-01-09  732.27  738.35  728.6  738.12  2024700  738.12
2013-01-08  735.54  736.3  724.43  733.3  1676100  733.3
2013-01-07  735.45  739.38  730.58  734.75  1655700  734.75
2013-01-04  729.34  741.47  727.68  737.97  2763500  737.97
2013-01-03  724.93  731.93  720.72  723.67  2318200  723.67
2013-01-02  719.42  727.0  716.55  723.25  2541300  723.25
2012-12-31  700.0  710.57  696.0  707.38  1997400  707.38
2012-12-28  701.69  706.91  700.01  700.01  1402000  700.01
2012-12-27  707.14  708.84  698.61  706.29  1647400  706.29
2012-12-26  708.07  712.88  702.41  708.87  1182400  708.87
2012-12-24  714.51  715.18  707.47  709.5  840900  709.5
2012-12-21  713.97  718.82  710.52  715.63  3526000  715.63
2012-12-20  723.26  724.65  716.97  722.36  1657000  722.36
2012-12-19  720.71  723.0  716.68  720.11  1918600  720.11
2012-12-18  716.6  729.1  715.05  721.07  3004900  721.07
2012-12-17  705.5  721.92  704.02  720.78  3035400  720.78
2012-12-14  699.17  707.82  698.43  701.96  2130100  701.96
2012-12-13  715.92  716.47  699.55  702.7  3444900  702.7
2012-12-12  699.23  703.51  693.48  697.56  2426000  697.56
2012-12-11  690.0  701.92  687.72  696.88  2687600  696.88
2012-12-10  685.39  691.65  683.79  685.42  1366700  685.42
2012-12-07  695.0  696.88  682.42  684.21  1919300  684.21
2012-12-06  687.59  695.61  684.51  691.13  1462300  691.13
2012-12-05  692.15  694.5  682.33  687.82  1862400  687.82
2012-12-04  695.0  695.51  685.7  691.03  1991700  691.03
2012-12-03  702.24  705.89  694.11  695.25  2192500  695.25
2012-11-30  691.31  699.22  685.69  698.37  3163600  698.37
2012-11-29  687.78  693.9  682.0  691.89  2776500  691.89
2012-11-28  668.01  684.91  663.89  683.67  3042000  683.67
2012-11-27  660.17  675.0  658.0  670.71  2508700  670.71
2012-11-26  666.44  667.0  659.02  661.15  2204600  661.15
2012-11-23  669.97  670.0  666.1  667.97  922500  667.97
2012-11-21  668.99  669.8  660.4  665.87  2112200  665.87
2012-11-20  669.51  678.0  664.57  669.97  2088700  669.97
2012-11-19  655.7  668.92  655.53  668.21  2368200  668.21
2012-11-16  645.99  653.02  636.0  647.18  3438200  647.18
2012-11-15  650.0  660.0  643.9  647.26  1848900  647.26
2012-11-14  660.66  662.18  650.5  652.55  1668400  652.55
2012-11-13  663.0  667.6  658.23  659.05  1594200  659.05
2012-11-12  663.75  669.8  660.87  665.9  1405900  665.9
2012-11-09  654.65  668.34  650.3  663.03  3114100  663.03
2012-11-08  670.2  671.49  651.23  652.29  2597000  652.29
2012-11-07  675.0  678.23  666.49  667.12  2232300  667.12
2012-11-06  685.48  686.5  677.55  681.72  1582800  681.72
2012-11-05  684.5  686.86  675.56  682.96  1635900  682.96
2012-11-02  694.79  695.55  687.37  687.92  2324400  687.92
2012-11-01  679.5  690.9  678.72  687.59  2050100  687.59
2012-10-31  679.86  681.0  675.0  680.3  1537000  680.3
2012-10-26  676.5  683.03  671.2  675.15  1950800  675.15
2012-10-25  680.0  682.0  673.51  677.76  2401100  677.76
2012-10-24  686.8  687.0  675.27  677.3  2496500  677.3
2012-10-23  672.01  687.33  672.0  680.35  2916600  680.35
2012-10-22  681.01  684.63  669.7  678.67  4055600  678.67
2012-10-19  705.58  706.7  672.0  681.79  11482200  681.79
2012-10-18  755.54  759.42  676.0  695.0  12442400  695.0
2012-10-17  743.95  756.34  740.26  755.49  2292900  755.49
2012-10-16  740.13  746.99  736.46  744.7  2058200  744.7
2012-10-15  741.94  743.83  730.7  740.98  3019100  740.98
2012-10-12  751.85  754.87  744.1  744.75  2404200  744.75
2012-10-11  752.9  758.5  750.29  751.48  2383900  751.48
2012-10-10  741.86  747.53  738.29  744.56  2039900  744.56
2012-10-09  759.67  761.32  742.53  744.09  3003200  744.09
2012-10-08  761.0  763.58  754.15  757.84  1958600  757.84
2012-10-05  770.71  774.38  765.01  767.65  2735900  767.65
2012-10-04  762.75  769.89  759.4  768.05  2454200  768.05
2012-10-03  755.72  763.92  752.2  762.5  2208300  762.5
2012-10-02  765.2  765.99  750.27  756.99  2790200  756.99
2012-10-01  759.05  765.0  756.21  761.78  3168000  761.78
2012-09-28  754.15  759.3  751.15  754.5  2783500  754.5
2012-09-27  759.95  762.84  751.65  756.5  3931100  756.5
2012-09-26  749.85  761.24  741.0  753.46  5672900  753.46
2012-09-25  753.05  764.89  747.66  749.16  6058500  749.16
2012-09-24  731.0  750.04  730.25  749.38  3563800  749.38
2012-09-21  732.21  734.92  730.12  733.99  6359100  733.99
2012-09-20  724.47  731.38  721.22  728.12  2907400  728.12
2012-09-19  717.5  728.56  716.41  727.5  3098300  727.5
2012-09-18  707.78  718.66  706.78  718.28  2066800  718.28
2012-09-17  708.11  712.88  705.0  709.98  1508300  709.98
2012-09-14  709.6  713.0  707.01  709.68  2618500  709.68
2012-09-13  693.09  709.0  690.54  706.04  2659000  706.04
2012-09-12  689.41  694.91  680.88  690.88  2642300  690.88
2012-09-11  697.96  700.65  691.0  692.19  1873800  692.19
2012-09-10  709.76  712.81  698.39  700.77  2560000  700.77
2012-09-07  700.0  712.25  697.67  706.15  3233000  706.15
2012-09-06  685.96  699.89  684.73  699.4  3043500  699.4
2012-09-05  680.0  686.5  679.14  680.72  1708200  680.72
2012-09-04  684.55  685.0  673.5  681.04  1889600  681.04
2012-08-31  684.0  688.58  680.04  685.09  2127100  685.09
2012-08-30  684.24  687.39  680.18  681.68  1626900  681.68
2012-08-29  677.37  688.99  676.15  688.01  2990300  688.01
2012-08-28  665.0  677.62  664.74  677.25  2058600  677.25
2012-08-27  662.99  672.0  659.24  669.22  2613700  669.22
2012-08-24  675.6  680.45  674.08  678.63  1426600  678.63
2012-08-23  674.27  680.48  671.0  676.8  1784200  676.8
2012-08-22  667.38  680.6  666.7  677.18  1909200  677.18
2012-08-21  673.11  678.0  662.17  669.51  2222200  669.51
2012-08-20  675.5  678.87  672.66  675.54  1758100  675.54
2012-08-17  674.12  677.25  671.7  677.14  2177700  677.14
2012-08-16  667.51  674.64  667.08  672.87  1717700  672.87
2012-08-15  670.28  674.25  664.1  667.54  2410700  667.54
2012-08-14  659.25  672.85  659.0  668.66  3661700  668.66
2012-08-13  647.42  660.15  646.68  660.01  3267900  660.01
2012-08-10  638.59  642.24  636.13  642.0  1434600  642.0
2012-08-09  644.51  646.37  641.52  642.35  1070300  642.35
2012-08-08  639.05  645.87  638.5  642.23  1322200  642.23
2012-08-07  641.79  644.26  636.47  640.54  1981800  640.54
2012-08-06  639.61  649.38  639.22  642.82  1782400  642.82
2012-08-03  640.0  643.72  636.14  641.33  1897100  641.33
2012-08-02  625.51  638.03  623.41  628.75  1977700  628.75
2012-08-01  637.3  639.51  631.38  632.68  1844600  632.68
2012-07-31  628.26  636.5  628.22  632.97  1865600  632.97
2012-07-30  636.05  642.6  629.5  632.3  2186700  632.3
2012-07-27  618.89  635.0  617.5  634.96  3549700  634.96
2012-07-26  615.0  616.87  610.03  613.36  1685200  613.36
2012-07-25  608.32  613.38  605.37  607.99  1823000  607.99
2012-07-24  615.0  617.93  604.34  607.57  2009400  607.57
2012-07-23  600.48  618.35  598.25  615.51  3561700  615.51
2012-07-20  608.76  612.94  598.18  610.82  6463700  610.82
2012-07-19  586.14  598.48  586.0  593.06  4674700  593.06
2012-07-18  576.98  583.69  576.13  580.76  1548200  580.76
2012-07-17  578.43  580.67  568.4  576.73  1680100  576.73
2012-07-16  576.37  579.19  571.78  574.92  1462600  574.92
2012-07-13  572.15  579.15  568.55  576.52  1976000  576.52
2012-07-12  567.12  571.93  562.09  570.48  2309800  570.48
2012-07-11  576.3  577.85  564.94  571.19  3499300  571.19
2012-07-10  590.19  592.43  578.74  581.7  1923100  581.7
2012-07-09  584.95  588.6  581.25  586.01  1715100  586.01
2012-07-06  592.45  593.52  582.82  585.98  2161800  585.98
2012-07-05  588.76  600.06  588.54  595.92  2345900  595.92
2012-07-03  580.01  588.41  578.0  587.83  1189500  587.83
2012-07-02  581.82  583.0  576.5  580.47  1655500  580.47
2012-06-29  574.96  580.13  572.2  580.07  2519500  580.07
2012-06-28  565.9  566.23  557.21  564.31  1920900  564.31
2012-06-27  567.7  573.99  566.02  569.3  1692300  569.3
2012-06-26  562.76  566.6  559.48  564.68  1350200  564.68
2012-06-25  567.33  568.09  557.35  560.7  1581600  560.7
2012-06-22  568.0  571.48  565.82  571.48  2227900  571.48
2012-06-21  579.84  579.84  563.73  565.21  2011300  565.21
2012-06-20  579.81  580.0  573.51  577.51  2346700  577.51
2012-06-19  573.59  584.28  573.12  581.53  2076200  581.53
2012-06-18  562.62  574.21  559.25  570.85  2496900  570.85
2012-06-15  560.34  564.52  557.09  564.51  3001200  564.51
2012-06-14  561.3  565.07  556.52  559.05  2344900  559.05
2012-06-13  561.72  567.0  558.68  561.09  1954200  561.09
2012-06-12  569.77  570.3  558.58  565.1  3224200  565.1
2012-06-11  584.21  585.32  566.69  568.5  2661100  568.5
2012-06-08  575.85  581.0  574.58  580.45  1410400  580.45
2012-06-07  587.6  587.89  577.25  578.23  1758500  578.23
2012-06-06  576.48  581.97  573.61  580.57  2095800  580.57
