Date  Open  High  Low  Close  Volume  Adj Close
2013-12-13  94.09  94.35  93.16  93.54  1537000  93.54
2013-12-12  93.06  93.83  92.59  93.24  1326800  93.24
2013-12-11  95.08  95.2  93.16  93.5  1200500  93.5
2013-12-10  94.38  95.3  94.33  94.69  1557700  94.69
2013-12-09  96.34  96.59  94.06  94.8  1631200  94.8
2013-12-06  95.33  96.47  94.28  96.2  3159500  96.2
2013-12-05  93.35  94.36  92.89  93.78  963500  93.78
2013-12-04  93.11  93.94  92.66  93.35  1279500  93.35
2013-12-03  93.44  94.42  93.05  93.85  1606300  93.85
2013-12-02  93.14  94.21  93.14  93.56  1540900  93.56
2013-11-29  94.18  94.39  93.55  93.89  763600  93.89
2013-11-27  93.81  95.25  93.81  94.42  1314500  94.42
2013-11-26  92.6  94.18  92.38  94.03  1647000  94.03
2013-11-25  93.12  93.6  92.43  92.63  1716700  92.63
2013-11-22  95.75  95.75  92.94  93.12  2148400  93.12
2013-11-21  93.4  94.03  93.15  93.74  2207600  93.74
2013-11-20  93.3  94.21  92.49  92.96  1252900  92.96
2013-11-19  93.8  94.2  93.09  93.42  2062600  93.42
2013-11-18  95.65  95.65  93.22  93.54  1772100  93.54
2013-11-15  93.85  94.72  93.27  94.37  2296500  94.37
2013-11-14  92.8  93.58  92.51  93.44  1532700  93.44
2013-11-13  91.17  92.84  91.14  92.83  1890600  92.83
2013-11-12  90.92  91.7  90.42  91.65  1935200  91.65
2013-11-11  90.01  91.0  90.01  90.72  1105700  90.72
2013-11-08  89.7  90.46  89.38  90.23  1399800  90.23
2013-11-07  90.49  91.65  89.27  89.5  1503000  89.5
2013-11-06  90.49  91.0  89.96  90.68  2300300  90.68
2013-11-05  90.67  90.7  87.21  89.59  3911700  89.59
2013-11-04  87.74  87.85  86.14  86.85  1943300  86.85
2013-11-01  87.29  87.6  86.28  87.54  1756400  87.54
2013-10-31  87.47  88.01  86.88  86.93  1732600  86.93
2013-10-30  89.12  89.53  87.29  87.46  1513800  87.46
2013-10-29  88.95  90.01  88.74  89.37  2126100  89.37
2013-10-28  86.87  88.87  86.48  88.84  2350600  88.84
2013-10-25  87.04  87.05  86.13  86.68  1631800  86.68
2013-10-24  86.19  86.85  85.72  86.61  1149300  86.61
2013-10-23  86.09  86.71  85.51  86.08  1217000  86.08
2013-10-22  86.94  87.74  86.25  86.59  1850500  86.59
2013-10-21  86.0  87.04  85.99  86.71  1512800  86.71
2013-10-18  85.95  86.01  85.33  85.77  1667200  85.77
2013-10-17  83.98  86.02  83.78  85.95  2212800  85.95
2013-10-16  86.72  86.91  83.8  84.69  4314500  84.69
2013-10-15  87.43  88.14  85.7  85.91  3493200  85.91
2013-10-14  88.28  88.48  86.99  88.22  2437300  88.22
2013-10-11  85.25  88.89  85.1  88.85  4706000  88.85
2013-10-10  82.34  84.32  82.1  84.2  1683500  84.2
2013-10-09  82.79  83.02  81.24  81.98  2671800  81.98
2013-10-08  84.1  84.3  82.03  82.18  1658900  82.18
2013-10-07  83.95  84.85  83.67  84.1  1432300  84.1
2013-10-04  83.66  84.97  83.21  84.85  2017900  84.85
2013-10-03  83.67  83.85  82.93  83.53  1666300  83.53
2013-10-02  83.16  83.9  82.85  83.76  1294900  83.76
2013-10-01  81.78  83.25  81.64  83.23  1428100  83.23
2013-09-30  81.55  82.48  79.5  82.12  2462200  82.12
2013-09-27  82.16  82.82  81.91  82.7  1218700  82.7
2013-09-26  83.47  83.47  82.39  82.99  1164400  82.99
2013-09-25  82.73  83.39  82.23  83.14  1494300  83.14
2013-09-24  82.63  83.37  82.17  82.89  1811500  82.89
2013-09-23  82.03  82.68  81.62  82.43  1671200  82.43
2013-09-20  82.68  83.35  82.25  82.3  2696000  82.3
2013-09-19  84.03  84.17  82.61  82.64  2605000  82.64
2013-09-18  81.92  83.75  81.8  83.59  3531800  83.59
2013-09-17  81.04  81.83  80.63  81.1  1968600  81.1
2013-09-16  80.43  81.14  80.43  80.85  2128200  80.85
2013-09-13  78.77  79.79  78.75  79.69  1640200  79.69
2013-09-12  79.6  79.7  78.73  78.81  1746700  78.81
2013-09-11  79.03  80.23  79.03  79.86  2894500  79.86
2013-09-10  79.0  79.49  78.69  79.26  1769600  79.26
2013-09-09  77.81  78.5  77.53  78.32  2478100  78.32
2013-09-06  76.56  77.99  76.11  77.5  4085700  77.5
2013-09-05  75.54  76.3  75.42  76.0  2726800  76.0
2013-09-04  74.5  76.29  74.17  75.7  3271400  75.7
2013-09-03  74.0  74.9  73.58  74.49  2064800  74.49
2013-08-30  74.21  74.21  73.15  73.3  1871200  73.3
2013-08-29  73.6  74.25  73.03  74.02  1668800  74.02
2013-08-28  72.41  74.0  72.19  73.78  3046400  73.78
2013-08-27  72.89  73.08  72.01  72.19  1780700  72.19
2013-08-26  73.59  73.8  73.09  73.62  1836200  73.62
2013-08-23  72.76  74.0  71.78  73.75  1672900  73.75
2013-08-22  72.26  72.97  72.26  72.76  1292100  72.76
2013-08-21  70.26  72.93  70.0  72.5  2893900  72.5
2013-08-20  71.07  71.18  70.44  70.65  1183000  70.65
2013-08-19  71.24  72.28  70.79  70.99  1726500  70.99
2013-08-16  70.8  71.81  70.37  71.46  2173700  71.46
2013-08-15  71.65  71.84  70.37  70.86  1893500  70.86
2013-08-14  72.99  73.24  72.37  72.38  1477300  72.38
2013-08-13  73.49  73.84  72.69  73.34  1350400  73.34
2013-08-12  72.78  73.63  72.78  73.39  1589000  73.39
2013-08-09  72.74  73.7  72.74  73.16  1259200  73.16
2013-08-08  73.8  73.97  72.87  72.89  1829200  72.89
2013-08-07  74.38  74.38  72.83  73.81  3250700  73.81
2013-08-06  75.72  76.08  73.81  74.01  7593900  74.01
2013-08-05  74.26  74.26  73.04  73.41  3243800  73.41
2013-08-02  73.9  73.9  73.0  73.51  1897400  73.51
2013-08-01  72.73  74.2  72.73  73.48  2011700  73.48
2013-07-31  72.83  73.51  72.32  72.39  2092500  72.39
2013-07-30  72.9  73.1  72.23  72.37  2585300  72.37
2013-07-29  72.59  73.22  72.3  72.57  1676500  72.57
2013-07-26  72.1  72.76  72.02  72.74  1549000  72.74
2013-07-25  71.7  73.15  71.61  72.62  2197700  72.62
2013-07-24  72.89  73.21  71.69  71.75  2019300  71.75
2013-07-23  73.05  73.05  72.24  72.3  1935900  72.3
2013-07-22  74.91  74.92  72.71  72.87  2370500  72.87
2013-07-19  72.32  72.75  71.64  72.36  3970900  72.36
2013-07-18  71.96  73.32  71.95  72.49  3376300  72.49
2013-07-17  71.11  71.68  70.94  71.21  2988600  71.21
2013-07-16  71.15  71.76  70.63  71.01  2745000  71.01
2013-07-15  71.41  71.7  70.67  70.95  2775200  70.95
2013-07-12  72.52  72.71  71.01  71.43  3795000  71.43
2013-07-11  70.43  71.19  70.01  71.05  5456900  71.05
2013-07-10  66.74  69.78  66.65  69.69  4936700  69.69
2013-07-09  66.31  66.81  65.97  66.55  1834200  66.55
2013-07-08  65.04  66.37  64.95  66.07  2203500  66.07
2013-07-05  65.22  65.5  64.61  65.26  1003600  65.26
2013-07-03  64.0  65.2  63.95  64.76  1053700  64.76
2013-07-02  64.3  64.57  63.68  64.35  2161200  64.35
2013-07-01  63.4  64.83  63.14  64.07  3046400  64.07
2013-06-28  61.54  63.37  61.47  62.64  4732300  62.64
2013-06-27  64.13  64.29  62.86  63.1  3366500  63.1
2013-06-26  63.32  64.15  62.95  63.85  2562000  63.85
2013-06-25  62.12  62.89  61.46  62.8  2413200  62.8
2013-06-24  61.87  62.11  60.92  61.7  2048500  61.7
2013-06-21  62.76  63.25  61.99  62.31  4479200  62.31
2013-06-20  62.58  63.4  62.41  62.71  3428700  62.71
2013-06-19  64.17  64.67  63.39  63.54  3077100  63.54
2013-06-18  63.64  64.45  63.25  64.04  3308800  64.04
2013-06-17  63.6  64.21  63.37  63.46  3332000  63.46
2013-06-14  63.75  64.15  62.49  62.98  3020400  62.98
2013-06-13  63.85  64.27  63.18  63.91  3108700  63.91
2013-06-12  64.73  65.14  63.85  64.0  2717600  64.0
2013-06-11  63.4  64.73  63.25  64.43  2078700  64.43
2013-06-10  66.61  66.64  64.0  64.11  3534600  64.11
2013-06-07  65.79  66.66  65.6  66.58  3592700  66.58
2013-06-06  64.2  65.36  63.44  65.35  4098700  65.35
2013-06-05  64.49  64.76  63.3  63.88  2425700  63.88
2013-06-04  65.3  65.89  64.73  64.82  2934600  64.82
2013-06-03  64.86  65.2  64.2  64.87  2633100  64.87
2013-05-31  64.72  65.17  64.13  64.65  2351300  64.65
2013-05-30  64.37  65.0  63.78  64.8  2535900  64.8
2013-05-29  63.29  64.71  62.86  64.28  3692100  64.28
2013-05-28  64.69  64.69  63.5  63.74  3215000  63.74
2013-05-24  63.77  63.85  62.91  63.77  2930500  63.77
2013-05-23  64.89  65.2  63.68  64.11  4659200  64.11
2013-05-22  63.89  66.4  63.85  65.15  8462600  65.15
2013-05-21  64.74  64.89  64.07  64.61  5989200  64.61
2013-05-20  65.5  66.43  64.05  64.53  4702700  64.53
2013-05-17  63.72  65.57  62.83  65.5  5682700  65.5
2013-05-16  64.23  64.57  63.14  63.22  2878200  63.22
2013-05-15  62.34  64.9  62.01  64.44  8350600  64.44
2013-05-14  63.12  63.63  61.89  62.39  5851600  62.39
2013-05-13  65.05  65.18  62.63  62.88  7742600  62.88
2013-05-10  68.71  68.73  64.21  65.03  5893300  65.03
2013-05-09  68.48  68.67  67.69  68.45  5765200  68.45
2013-05-08  68.0  68.23  65.16  68.15  6502400  68.15
2013-05-07  65.74  66.4  64.16  64.88  4875700  64.88
2013-05-06  66.78  66.78  65.55  65.65  3679000  65.65
2013-05-03  65.1  66.67  64.75  66.61  4881800  66.61
2013-05-02  63.6  64.41  62.94  64.34  3843000  64.34
2013-05-01  64.46  64.85  63.41  63.49  2768400  63.49
2013-04-30  62.9  65.22  62.83  64.8  7185200  64.8
2013-04-29  62.27  63.16  62.15  62.93  5114000  62.93
2013-04-26  61.31  62.36  61.3  61.96  6408000  61.96
2013-04-25  62.79  63.76  61.29  61.35  9065300  61.35
2013-04-24  64.99  65.19  61.77  61.93  15804900  61.93
2013-04-23  67.05  67.18  64.87  64.99  8838200  64.99
2013-04-22  68.16  68.54  66.4  66.7  4954500  66.7
2013-04-19  70.29  70.36  67.71  67.81  5866200  67.81
2013-04-18  71.24  71.28  70.3  70.48  2442700  70.48
2013-04-17  72.19  72.19  70.66  70.95  4991100  70.95
2013-04-16  73.61  74.2  72.59  72.63  4476400  72.63
2013-04-15  75.5  75.5  73.05  73.06  4262900  73.06
2013-04-12  75.58  75.78  74.11  75.56  4586000  75.56
2013-04-11  76.49  77.7  76.25  77.66  2695800  77.66
2013-04-10  74.82  76.95  74.55  76.3  2005400  76.3
2013-04-09  74.62  75.13  73.69  74.42  1075900  74.42
2013-04-08  73.63  74.59  73.22  74.59  1194600  74.59
2013-04-05  73.56  73.78  72.15  73.66  1914600  73.66
2013-04-04  74.89  75.28  74.01  74.48  1612800  74.48
2013-04-03  76.28  76.43  74.85  74.92  1821100  74.92
2013-04-02  76.9  77.89  76.26  76.36  1522700  76.36
2013-04-01  76.54  77.2  76.27  76.74  1770500  76.74
2013-03-28  74.25  76.73  74.07  76.62  2822200  76.62
2013-03-27  74.34  74.94  74.07  74.21  1872000  74.21
2013-03-26  74.99  75.41  74.45  74.62  1426100  74.62
2013-03-25  75.12  75.68  74.03  74.39  2736800  74.39
2013-03-22  76.4  76.66  74.48  74.9  4023800  74.9
2013-03-21  76.87  76.89  76.03  76.14  1820300  76.14
2013-03-20  77.8  78.18  77.26  77.61  1314200  77.61
2013-03-19  77.76  78.29  76.63  77.1  1280300  77.1
2013-03-18  77.84  78.29  77.11  77.61  1362500  77.61
2013-03-15  78.45  79.03  78.24  78.36  3006000  78.36
2013-03-14  79.29  79.44  78.32  78.68  1706200  78.68
2013-03-13  79.25  79.25  78.12  79.19  1886700  79.19
2013-03-12  79.72  79.74  78.54  79.02  1169300  79.02
2013-03-11  79.2  79.79  79.01  79.78  1460700  79.78
2013-03-08  80.65  81.08  79.88  80.51  1400400  80.51
2013-03-07  80.62  80.84  80.03  80.53  1008200  80.53
2013-03-06  80.47  80.75  79.67  80.7  1700200  80.7
2013-03-05  78.84  79.96  78.83  79.84  2021500  79.84
2013-03-04  77.79  78.69  77.2  78.59  1285400  78.59
2013-03-01  76.45  78.07  75.75  77.94  1454500  77.94
2013-02-28  77.16  77.42  76.71  76.77  1218100  76.77
2013-02-27  76.12  77.54  75.7  77.18  1196400  77.18
2013-02-26  75.56  76.25  75.27  75.86  1560600  75.86
2013-02-25  76.87  77.6  75.46  75.48  1800900  75.48
2013-02-22  75.48  76.44  75.4  76.38  1522600  76.38
2013-02-21  76.98  77.0  75.13  75.17  1800900  75.17
2013-02-20  78.19  78.24  77.03  77.05  1524100  77.05
2013-02-19  76.95  78.45  76.59  78.32  1795400  78.32
2013-02-15  76.22  77.23  76.02  76.85  1862800  76.85
2013-02-14  76.21  76.43  75.86  76.18  1647200  76.18
2013-02-13  76.47  76.86  75.9  76.38  1579700  76.38
2013-02-12  77.12  77.15  76.5  76.6  1539200  76.6
2013-02-11  78.54  78.65  76.99  77.12  1595900  77.12
2013-02-08  78.98  79.23  78.1  78.73  2260100  78.73
2013-02-07  76.73  78.63  75.26  78.51  5210800  78.51
2013-02-06  77.74  78.0  75.79  76.27  3715700  76.27
2013-02-05  77.93  78.51  77.21  78.34  2666300  78.34
2013-02-04  78.85  79.02  77.77  77.77  1639200  77.77
2013-02-01  78.96  79.05  78.09  78.98  1558500  78.98
2013-01-31  77.92  78.54  77.5  78.18  1614200  78.18
2013-01-30  77.83  78.37  77.45  78.02  1445500  78.02
2013-01-29  77.58  77.98  77.02  77.9  1482200  77.9
2013-01-28  77.75  78.17  77.64  77.74  1821400  77.74
2013-01-25  77.48  77.89  76.78  77.63  2556500  77.63
2013-01-24  77.51  78.28  76.77  76.93  2854900  76.93
2013-01-23  78.58  78.91  77.36  77.76  2176200  77.76
2013-01-22  79.18  79.43  77.72  78.2  2352800  78.2
2013-01-18  78.23  79.54  78.03  79.32  3114500  79.32
2013-01-17  78.08  78.68  77.9  78.52  1417400  78.52
2013-01-16  77.96  78.21  77.65  78.02  1393300  78.02
2013-01-15  78.02  78.33  77.73  78.16  1299100  78.16
2013-01-14  78.07  78.94  78.03  78.45  2104800  78.45
2013-01-11  77.65  78.57  77.27  78.47  3924000  78.47
2013-01-10  74.72  75.29  74.15  75.05  2237200  75.05
2013-01-09  75.42  75.5  74.11  74.41  2004800  74.41
2013-01-08  75.63  75.65  74.29  74.5  1849900  74.5
2013-01-07  75.06  75.64  74.4  75.51  1760700  75.51
2013-01-04  75.72  75.72  74.86  75.18  1768700  75.18
2013-01-03  76.57  76.57  75.08  75.36  2442400  75.36
2013-01-02  75.46  76.19  74.46  76.14  2439600  76.14
2012-12-31  72.28  74.05  72.15  73.88  2201300  73.88
2012-12-28  72.48  72.78  72.14  72.31  1138800  72.31
2012-12-27  73.12  73.45  71.86  73.0  1577300  73.0
2012-12-26  73.31  73.71  72.79  73.15  966700  73.15
2012-12-24  73.22  73.57  72.71  73.35  802800  73.35
2012-12-21  73.0  74.11  71.86  73.73  4914200  73.73
2012-12-20  72.8  73.78  71.55  73.72  2824100  73.72
2012-12-19  74.72  74.87  73.21  73.27  2194700  73.27
2012-12-18  73.13  74.61  72.91  74.26  2408000  74.26
2012-12-17  72.62  73.0  72.33  72.94  2201600  72.94
2012-12-14  72.05  72.76  71.95  72.53  1842800  72.53
2012-12-13  71.77  72.98  71.61  72.09  2171900  72.09
2012-12-12  72.35  72.54  71.87  72.2  1690500  72.2
2012-12-11  71.0  72.69  70.9  72.27  2986800  72.27
2012-12-10  69.97  71.0  69.97  70.97  2423400  70.97
2012-12-07  70.31  70.37  69.45  70.32  2172800  70.32
2012-12-06  69.73  70.05  69.13  69.97  2825000  69.97
2012-12-05  68.6  70.15  67.67  69.75  3785700  69.75
2012-12-04  67.05  67.3  66.32  67.14  1517800  67.14
2012-12-03  67.53  68.33  66.94  66.98  2785400  66.98
2012-11-30  66.92  67.43  66.4  67.23  2888400  67.23
2012-11-29  66.15  67.36  66.13  67.12  3038700  67.12
2012-11-28  65.1  65.86  64.62  65.68  1785100  65.68
2012-11-27  65.57  66.16  65.21  65.54  1780800  65.54
2012-11-26  66.1  66.47  65.1  65.99  1948200  65.99
2012-11-23  66.04  66.5  65.3  66.48  1087000  66.48
2012-11-21  65.66  65.99  65.28  65.51  1187400  65.51
2012-11-20  65.79  66.1  64.51  65.34  3432800  65.34
2012-11-19  66.42  66.8  65.97  66.15  2289900  66.15
2012-11-16  64.98  65.94  64.96  65.74  2967200  65.74
2012-11-15  64.96  65.22  64.56  65.01  2656500  65.01
2012-11-14  65.3  65.51  64.2  64.29  2921300  64.29
2012-11-13  65.62  65.92  64.72  65.28  1858400  65.28
2012-11-12  66.22  66.54  65.4  65.95  1677200  65.95
2012-11-09  65.25  66.84  65.09  66.0  3384200  66.0
2012-11-08  66.15  67.58  65.24  65.27  2841400  65.27
2012-11-07  68.11  68.81  65.9  66.94  3972300  66.94
2012-11-06  66.6  67.39  66.04  67.35  2736800  67.35
2012-11-05  66.12  66.68  65.51  66.02  2677400  66.02
2012-11-02  67.53  67.99  66.11  66.15  2800000  66.15
2012-11-01  66.88  67.44  66.58  67.21  3390300  67.21
2012-10-31  66.89  67.37  65.94  66.65  3130100  66.65
2012-10-26  68.1  68.44  66.2  66.73  2947100  66.73
2012-10-25  69.4  69.64  67.9  68.17  1747300  68.17
2012-10-24  69.91  70.0  68.57  68.6  2058300  68.6
2012-10-23  69.0  69.76  68.82  69.59  2219800  69.59
2012-10-22  69.03  69.99  68.45  69.81  1785600  69.81
2012-10-19  69.38  69.79  68.52  68.77  3823800  68.77
2012-10-18  69.52  69.59  68.92  69.37  2657600  69.37
2012-10-17  69.85  69.95  68.12  69.54  2973800  69.54
2012-10-16  69.99  70.47  69.56  70.25  1217600  70.25
2012-10-15  70.01  70.04  69.21  69.8  1692600  69.8
2012-10-12  68.93  70.08  68.27  69.54  1935700  69.54
2012-10-11  69.98  70.38  69.5  69.83  2103100  69.83
2012-10-10  69.97  70.16  69.02  69.36  2206400  69.36
2012-10-09  71.07  71.54  69.97  69.97  2390900  69.97
2012-10-08  71.37  71.84  70.79  71.35  1337700  71.35
2012-10-05  72.0  72.73  71.52  71.82  2040700  71.82
2012-10-04  71.56  71.91  71.11  71.83  1190100  71.83
2012-10-03  71.35  71.75  71.09  71.54  1692900  71.54
2012-10-02  71.48  71.5  70.83  71.13  2355600  71.13
2012-10-01  70.31  71.41  69.92  71.25  3521000  71.25
2012-09-28  69.29  71.15  69.16  69.89  3215000  69.89
2012-09-27  67.97  69.04  67.97  68.72  2050200  68.72
2012-09-26  67.84  68.28  67.18  67.88  1786500  67.88
2012-09-25  68.84  68.9  67.8  67.91  2005800  67.91
2012-09-24  68.21  68.86  68.1  68.46  2572900  68.46
2012-09-21  68.92  69.49  68.49  68.61  3894100  68.61
2012-09-20  68.16  68.48  67.9  68.25  2075600  68.25
2012-09-19  69.14  69.19  68.43  68.61  2606400  68.61
2012-09-18  68.97  69.24  68.53  68.7  1668000  68.7
2012-09-17  70.82  70.98  68.92  69.05  3086300  69.05
2012-09-14  69.61  71.45  69.53  71.0  5309100  71.0
2012-09-13  68.1  70.14  67.43  70.04  3223500  70.04
2012-09-12  67.44  68.67  67.11  68.2  2996400  68.2
2012-09-11  66.72  67.36  66.7  67.26  1596200  67.26
2012-09-10  67.82  67.82  66.5  66.82  2571600  66.82
2012-09-07  65.94  67.42  65.64  67.2  3521800  67.2
2012-09-06  64.43  65.98  64.33  65.94  2946700  65.94
2012-09-05  64.26  64.38  63.37  63.87  1955800  63.87
2012-09-04  64.31  64.87  63.67  64.22  2084000  64.22
2012-08-31  64.57  65.0  63.79  64.28  1641700  64.28
2012-08-30  64.5  64.65  63.76  63.83  1338900  63.83
2012-08-29  64.48  64.9  64.26  64.73  1220500  64.73
2012-08-28  64.52  64.75  64.16  64.42  1122200  64.42
2012-08-27  64.95  64.99  64.32  64.55  1296700  64.55
2012-08-24  64.68  65.18  64.36  64.86  1427100  64.86
2012-08-23  64.42  65.65  64.42  64.99  2019400  64.99
2012-08-22  64.3  64.88  63.86  64.83  1312000  64.83
2012-08-21  64.49  65.26  64.03  64.44  2341400  64.44
2012-08-20  64.45  64.5  63.68  64.11  1848200  64.11
2012-08-17  65.19  65.19  64.28  64.48  1904000  64.48
2012-08-16  63.85  65.07  63.63  64.92  2426800  64.92
2012-08-15  64.5  64.66  63.55  63.73  2015900  63.73
2012-08-14  65.0  65.0  63.93  64.31  2009900  64.31
2012-08-13  64.61  64.98  64.52  64.94  2015000  64.94
2012-08-10  64.09  65.14  64.08  64.97  1626300  64.97
2012-08-09  64.05  64.88  64.02  64.44  2350100  64.44
2012-08-08  63.4  64.68  63.22  64.4  2134600  64.4
2012-08-07  64.2  64.76  63.68  63.8  4229100  63.8
2012-08-06  64.0  65.48  63.25  64.21  8856000  64.21
2012-08-03  56.7  58.34  56.47  57.86  5044100  57.86
2012-08-02  55.94  56.77  55.53  56.28  4615200  56.28
2012-08-01  57.11  57.42  56.17  56.26  2193900  56.26
2012-07-31  57.45  57.72  56.7  56.77  2684100  56.77
2012-07-30  58.49  59.08  57.14  57.31  1997100  57.31
2012-07-27  57.62  58.97  57.18  58.53  2783800  58.53
2012-07-26  57.22  57.89  56.56  56.96  2169700  56.96
2012-07-25  55.58  56.65  55.58  56.1  1993800  56.1
2012-07-24  56.57  56.74  55.18  55.65  1903300  55.65
2012-07-23  56.26  56.74  55.5  56.49  1962400  56.49
2012-07-20  58.96  58.96  57.25  57.32  2562900  57.32
2012-07-19  59.76  60.05  58.85  58.96  1728500  58.96
2012-07-18  58.12  59.57  57.9  59.31  1521000  59.31
2012-07-17  58.74  58.82  57.4  58.18  2059300  58.18
2012-07-16  57.28  58.35  56.91  58.26  3137200  58.26
2012-07-13  55.38  57.36  55.27  57.26  2836200  57.26
2012-07-12  54.55  55.55  53.92  55.35  6401100  55.35
2012-07-11  56.39  57.46  55.94  56.52  2072100  56.52
2012-07-10  57.61  58.29  55.98  56.19  2645200  56.19
2012-07-09  57.64  58.04  56.87  57.36  1857000  57.36
2012-07-06  59.5  59.56  56.73  57.66  3005000  57.66
2012-07-05  59.43  60.55  59.34  60.22  1358800  60.22
2012-07-03  59.42  60.22  59.12  59.75  713600  59.75
2012-07-02  60.3  60.54  59.03  59.39  2163200  59.39
2012-06-29  58.18  60.0  58.06  60.0  2643700  60.0
2012-06-28  57.27  57.4  55.25  56.2  3775400  56.2
2012-06-27  57.27  58.47  57.15  57.61  2134900  57.61
2012-06-26  55.83  57.09  55.69  56.94  3715400  56.94
2012-06-25  57.82  58.37  57.49  57.9  2530900  57.9
2012-06-22  58.18  58.6  57.86  58.47  2012600  58.47
2012-06-21  60.45  60.73  57.91  57.97  2531900  57.97
2012-06-20  60.48  60.76  59.54  60.35  1943500  60.35
2012-06-19  60.4  60.88  60.13  60.39  1791800  60.39
2012-06-18  60.26  60.5  59.71  59.93  2316500  59.93
2012-06-15  59.25  60.61  58.91  60.5  3472300  60.5
2012-06-14  58.52  59.35  57.84  59.09  2647600  59.09
2012-06-13  58.31  59.12  58.12  58.61  2897300  58.61
2012-06-12  58.04  58.95  57.87  58.63  2261500  58.63
2012-06-11  59.13  59.59  57.95  58.06  2794400  58.06
2012-06-08  59.0  59.32  58.35  58.85  3262100  58.85
2012-06-07  60.91  60.91  59.16  59.33  2371900  59.33
2012-06-06  59.13  60.74  58.74  60.11  2624100  60.11
2012-06-05  57.56  58.69  57.28  58.36  2313000  58.36
2012-06-04  57.28  58.01  56.96  57.93  2163500  57.93
2012-06-01  56.87  57.25  56.35  56.9  3407800  56.9
2012-05-31  58.91  58.91  57.0  58.25  3499800  58.25
2012-05-30  60.5  60.5  58.11  58.86  4728200  58.86
2012-05-29  60.19  61.58  60.19  61.0  2091600  61.0
2012-05-25  60.12  60.38  59.7  60.0  2207600  60.0
2012-05-24  61.55  61.78  59.32  60.11  4088000  60.11
2012-05-23  60.33  61.58  59.81  61.27  2754100  61.27
2012-05-22  61.1  61.59  60.5  60.93  2457100  60.93
2012-05-21  59.93  61.55  59.41  61.08  3398000  61.08
2012-05-18  59.79  60.36  59.37  59.63  5209900  59.63
2012-05-17  60.36  60.57  59.37  59.45  3745200  59.45
2012-05-16  61.12  61.5  60.31  60.37  3497900  60.37
2012-05-15  60.23  62.04  60.22  61.2  4418500  61.2
